Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:17:25:11.039,61,0.0973632857,0.2510255873,0.0886580870,0.0000000000,0.0000000000,0.0415029824,0.0000000000,0.0973682031,0.2514275014,0.0239499547,0.0000000000,0.0000000000,0.0415058918,0.0000000000,0.0385519043,0.0000000000,0.0015004752,0.0374808721,0.0413827449,0.0567877181,0.0775432587,0.0138351079,0.0000000000,0.0000000000,0.0000000000,0.0972568616,0.1276648045,0.0230455417,0.0226208847,0.0621954724,0.0616529062,0.0609544963,0.0212120879,0.2414585501,0.1613438427,0.0537465736,0.0579805225,0.0330165699,0.0299080126,0.0268248934,0.0269186292,0.0000000000,0.0000000000,0.0431239344,0.0117606735,0.0117579177,0.0433920436,0.0491033755,0.0486396924,0.0733619854,0.0744253993,0.0000010496,0.0519895665,0.1113953367,-0.0042098975,-0.0144579643,0.1536045074,-0.0022383593,0.0535220429,0.1535644531,0.0082801627
19:17:25:12.040,61,0.0968033522,0.2632856369,0.0952034816,0.0000000000,0.0000000000,0.0416564085,0.0000000000,0.0968087688,0.2637743652,0.0176447015,0.0000000000,0.0000000000,0.0416604616,0.0000000000,0.0383225046,0.0000000000,0.0012132216,0.0368483029,0.0405414477,0.0556416586,0.0776510537,0.0208784975,0.0000000000,0.0000000000,0.0000000000,0.1494340599,0.1603520364,0.0222739279,0.0218266528,0.0615576580,0.0608245358,0.0604376383,0.0207676999,0.2423437834,0.1682251096,0.0532064103,0.0574384034,0.0317554176,0.0287612975,0.0262168664,0.0262591895,0.0000000000,0.0000000000,0.0418856815,0.0022002785,0.0021182522,0.0567155369,0.0476632677,0.0474390462,0.0718359724,0.0729751512,0.0000011529,0.0545371175,0.1251682639,-0.0011908113,-0.0106389094,0.1611398011,-0.0017293115,0.0574051253,0.1610997319,0.0093234014
19:17:25:13.040,61,0.0982034206,0.2691146135,0.0855849087,0.0000000000,0.0000000000,0.0410298966,0.0000000000,0.0982052311,0.2695041299,0.0276584160,0.0000000000,0.0000000000,0.0410343818,0.0000000000,0.0379354171,0.0000000000,0.0003065567,0.0352712572,0.0381165445,0.0552986152,0.0807338357,0.0233129021,0.0000000000,0.0000000000,0.0000000000,0.2196670026,0.2322089076,0.0211993381,0.0207580160,0.0600870028,0.0579761006,0.0595309846,0.0202070400,0.2662360668,0.2004061490,0.0529576093,0.0572489239,0.0296949483,0.0267675333,0.0257078465,0.0257164799,0.0011053691,0.0012012394,0.0411034748,0.0000000000,0.0000000000,0.0602300949,0.0453487039,0.0463978536,0.0693023577,0.0706144720,0.0000011866,0.0634676963,0.1328110248,0.0114079006,-0.0166670959,0.1646537930,-0.0027692376,0.0515753664,0.1646136343,0.0085635288
19:17:25:14.040,61,0.0984234512,0.2805063426,0.0802310631,0.0000000000,0.0000000000,0.0397943296,0.0000000000,0.0984174758,0.2808442116,0.0338528045,0.0000000000,0.0000000000,0.0397987515,0.0000000000,0.0380224511,0.0000000000,0.0000821182,0.0350052640,0.0376693383,0.0555589907,0.0950083211,0.0372943021,0.0000000000,0.0000000000,0.0000000000,0.1825735420,0.2314902991,0.0204247292,0.0199595969,0.0594880655,0.0569753796,0.0589121319,0.0198809355,0.2279156297,0.1561683118,0.0506807156,0.0543080792,0.0289169177,0.0259327348,0.0252340399,0.0251433570,0.0000000000,0.0000000000,0.0409341380,0.0037168581,0.0036586588,0.0504592285,0.0442992263,0.0457272753,0.0682101026,0.0694869012,0.0000012424,0.0800814703,0.1239944026,0.0393104404,-0.0203758851,0.1715939492,-0.0035308448,0.0482920595,0.1715535671,0.0083634714
19:17:25:15.040,61,0.0996794477,0.2817661762,0.0819146931,0.0000000000,0.0000000000,0.0387680419,0.0000000000,0.0996269658,0.2821262479,0.0317471437,0.0000000000,0.0000000000,0.0387725346,0.0000000000,0.0513770580,0.0003691281,0.0000000000,0.0566382706,0.0639640167,0.1122335121,0.1676003188,0.0411720984,0.0000000000,0.0000000000,0.0000000000,0.1956408769,0.2361848652,0.0198159274,0.0193345156,0.0607921071,0.0579817556,0.0643086508,0.0199539922,0.2318935394,0.1473677307,0.0496840402,0.0531478971,0.0295145884,0.0259464011,0.0250920951,0.0249253511,0.0000000000,0.0000000000,0.0412848108,0.0070305672,0.0069898916,0.0482139140,0.0439803302,0.0456137769,0.0721737966,0.0733343959,0.0000003379,0.0954936892,0.1319376379,0.0507864580,-0.0191059001,0.1723728776,-0.0033261348,0.0492988452,0.1723326445,0.0085772304
19:17:25:16.040,61,0.1005133390,0.2782391608,0.0714508742,0.0000000000,0.0000000000,0.0379793830,0.0000000000,0.1004505232,0.2784752846,0.0419664122,0.0000000000,0.0000000000,0.0379837528,0.0000000000,0.0553817451,0.0007128620,0.0000000000,0.0624711588,0.0707673579,0.1238930374,0.1583648473,0.0250703432,0.0000000000,0.0000000000,0.0000000000,0.2564924359,0.2634441853,0.0192543082,0.0187765583,0.0672781765,0.0690122843,0.0657596514,0.0199445970,0.2307182252,0.1427362859,0.0475427173,0.0507000983,0.0298740081,0.0261155665,0.0247613452,0.0245750416,0.0000000000,0.0000000000,0.0418160222,0.0141752269,0.0141437575,0.0464138575,0.0434739068,0.0451333113,0.0729082748,0.0738958269,0.0000012550,0.0925238431,0.1463436484,0.0490539595,-0.0252657197,0.1701657027,-0.0043408549,0.0430175327,0.1701255590,0.0073873997
19:17:25:17.040,61,0.1052216142,0.2824757993,0.0684141964,0.0000000000,0.0000000000,0.0373167843,0.0000000000,0.1051351354,0.2826792896,0.0448701754,0.0000000000,0.0000000000,0.0373210199,0.0000000000,0.1464076489,0.0007680007,0.0000000000,0.1654572487,0.1807629764,0.2775660455,0.2821027339,0.0201021302,0.0000000000,0.0000000000,0.0000000000,0.2727606595,0.2740626931,0.0193451419,0.0188789088,0.1310834289,0.1394910514,0.1159851477,0.0315904953,0.2304599136,0.1339243352,0.0472447686,0.0502964929,0.0941844508,0.0834838599,0.0248571243,0.0246416014,0.0000000000,0.0000000000,0.0616832860,0.0177157708,0.0176952891,0.0475665070,0.0496782027,0.0483780988,0.0903307945,0.0905946940,0.0000042368,0.0740297809,0.1544435024,0.0354090258,-0.0270018969,0.1727425605,-0.0047107250,0.0411708690,0.1727024466,0.0071797036
19:17:25:18.040,61,0.1069459543,0.2819155753,0.0751274005,0.0000000000,0.0000000000,0.0368028432,0.0000000000,0.1068536118,0.2821975946,0.0380748324,0.0000000000,0.0000000000,0.0368069522,0.0000000000,0.1707319170,0.0004690776,0.0000000000,0.2081859857,0.2334556580,0.3200474977,0.3149901330,0.0176222287,0.0000000000,0.0000000000,0.0000000000,0.2254177630,0.2461966425,0.0198067818,0.0193500705,0.1482081562,0.1587140262,0.1287304312,0.0429504812,0.2126500160,0.1057675183,0.0472092368,0.0501687787,0.1175453514,0.1038237587,0.0251280051,0.0248677805,0.0000000000,0.0000000000,0.0720348582,0.0320973881,0.0320930928,0.0479907319,0.0668753460,0.0597835667,0.1054104716,0.1048329994,0.0000056678,0.0634315833,0.1624708772,0.0235848371,-0.0229138043,0.1724304706,-0.0039902963,0.0452134088,0.1723903418,0.0078696525
19:17:25:19.041,61,0.1099508926,0.2889482081,0.0760515556,0.0000000000,0.0000000000,0.0362525247,0.0000000000,0.1098177284,0.2892453671,0.0374626890,0.0000000000,0.0000000000,0.0362566747,0.0000000000,0.1836359054,0.0001052013,0.0000000000,0.2600736320,0.2870105207,0.3437801898,0.3812464476,0.0168179497,0.0000000000,0.0000000000,0.0000000000,0.2188170105,0.2433299124,0.0203445815,0.0198790953,0.1569682956,0.1684105843,0.1306258440,0.0503573604,0.2062092572,0.0973483846,0.0473517440,0.0501949191,0.1314990520,0.1171879992,0.0254889242,0.0251395851,0.0000000000,0.0000000000,0.0809800923,0.0409929752,0.0410403796,0.0485276245,0.0725053474,0.0645913929,0.1110525057,0.1101833805,0.0000070230,0.0559601709,0.1672839522,0.0160593167,-0.0225283019,0.1767352819,-0.0040231636,0.0457349308,0.1766951233,0.0081632780
19:17:25:20.041,61,0.1114207208,0.3001901805,0.0795270279,0.0000000000,0.0000000000,0.0341050290,0.0000000000,0.1112618670,0.3005383611,0.0342163071,0.0000000000,0.0000000000,0.0341098048,0.0000000000,0.1921480894,0.0000000000,0.0000297737,0.3786147833,0.3241138160,0.5198900700,0.3743130267,0.0198246688,0.0000000000,0.0000000000,0.0000000000,0.2132310718,0.2247749567,0.0236276016,0.0234920569,0.1820983142,0.1792667657,0.0815474093,0.0540048815,0.1697762012,0.0930662602,0.0469279885,0.0495288745,0.2845566571,0.2567819357,0.0769574195,0.0753404424,0.0000000000,0.0000000000,0.0846715346,0.0512193777,0.0513611734,0.0452606417,0.0742879510,0.0664937943,0.1214978769,0.1278953552,0.0000092012,0.0494124591,0.1706047654,0.0108864065,-0.0205502529,0.1836276799,-0.0038163019,0.0477651656,0.1835875362,0.0088653509
19:17:25:21.041,61,0.1215740740,0.3140834570,0.0823459402,0.0000000000,0.0000000000,0.0322917998,0.0000000000,0.1211851463,0.3144802749,0.0315189771,0.0000000000,0.0000000000,0.0322965756,0.0000000000,0.2590849400,0.0000000000,0.0013767763,0.4218137860,0.3627933860,0.5690501332,0.3823025227,0.0257364064,0.0000000000,0.0000000000,0.0000000000,0.2288193405,0.2540247440,0.0261869244,0.0260149240,0.2002744377,0.2071577609,0.0755060986,0.0571954660,0.1711806655,0.0956378654,0.0465238877,0.0489137582,0.3198586702,0.2912029028,0.0903181806,0.0883211941,0.0000000000,0.0000000000,0.0883804932,0.0722312629,0.0728032291,0.0432121605,0.0740326717,0.0672348887,0.1276085228,0.1362228096,0.0000127174,0.0412889607,0.1998906434,0.0120219942,-0.0188996196,0.1921398193,-0.0036764918,0.0493785106,0.1920997500,0.0095998310
19:17:25:22.041,61,0.1265998930,0.3282048404,0.0873938650,0.0000000000,0.0000000000,0.0303955954,0.0000000000,0.1261903942,0.3286840916,0.0265348293,0.0000000000,0.0000000000,0.0303998813,0.0000000000,0.2774556279,0.0000000000,0.0076385764,0.4422936440,0.3146128356,0.5941315293,0.3370656967,0.0277129486,0.0000000000,0.0000000000,0.0000000000,0.2633484006,0.2892081141,0.0277642589,0.0274739321,0.2164935619,0.2317048460,0.0714905411,0.0583609641,0.1705710292,0.1038323268,0.0459141769,0.0474115871,0.3397282362,0.3096863031,0.1055536717,0.1022141874,0.0000000000,0.0000000000,0.0901950002,0.0786614791,0.0793410167,0.0403804444,0.0673441142,0.0642147809,0.1305362135,0.1401033401,0.0000112368,0.0412889607,0.1998906434,0.0120219942,-0.0158835500,0.2008073479,-0.0032329606,0.0523155332,0.2007673532,0.0106414268
19:17:25:23.041,61,0.1294858605,0.3400513828,0.0962198526,0.0000000000,0.0000000000,0.0288852174,0.0000000000,0.1290254444,0.3406685889,0.0178188942,0.0000000000,0.0000000000,0.0288891699,0.0000000000,0.2190846950,0.0000000000,0.0104930149,0.4467624426,0.2607275546,0.5483362675,0.3218255043,0.0286063924,0.0000000000,0.0000000000,0.0000000000,0.2167955339,0.2450262010,0.0290185511,0.0287083462,0.2221246660,0.2397563159,0.0691369474,0.0570271797,0.1698014438,0.1072222292,0.0445320010,0.0450189747,0.3221344352,0.2870902419,0.1163073480,0.1131667942,0.0000000000,0.0000000000,0.0916721150,0.0806034431,0.0812901258,0.0363143831,0.0637151301,0.0621114522,0.1316036880,0.1416956633,0.0000099235,0.0393211432,0.2182498723,0.0148355840,-0.0106500871,0.2081146091,-0.0022489559,0.0575123876,0.2080746293,0.0121353278
19:17:25:24.041,61,0.1307471544,0.3483637571,0.1046287343,0.0000000000,0.0000000000,0.0276202261,0.0000000000,0.1302736551,0.3491145670,0.0098375790,0.0000000000,0.0000000000,0.0276239142,0.0000000000,0.2068180889,0.0000000000,0.0119924881,0.4445897639,0.2441488206,0.5377016068,0.2963034511,0.0289039239,0.0000000000,0.0000000000,0.0000000000,0.2085164785,0.2363375425,0.0306202266,0.0303287264,0.2256072313,0.2441576719,0.0680773407,0.0537286662,0.1741538495,0.1229547337,0.0433332585,0.0434057489,0.3161858320,0.2802472711,0.1285214722,0.1279558688,0.0000000000,0.0000000000,0.0984899402,0.0818267390,0.0825127140,0.0333659537,0.0619435385,0.0610745586,0.1319868118,0.1424283385,0.0000067973,0.0401129834,0.2199663073,0.0165252034,-0.0058732945,0.2132656574,-0.0012719061,0.0624704249,0.2132256478,0.0135162883
19:17:25:25.041,61,0.1355321705,0.3549748957,0.1081677675,0.0000000000,0.0000000000,0.0266144574,0.0000000000,0.1350948215,0.3557900488,0.0061433357,0.0000000000,0.0000000000,0.0266178865,0.0000000000,0.2010098696,0.0000000000,0.0132761495,0.4371671975,0.2349319309,0.5431935787,0.2880547047,0.0289397556,0.0000000000,0.0000000000,0.0000000000,0.2245224416,0.2531498075,0.0315172374,0.0311922338,0.2274523973,0.2464365959,0.0675135106,0.0503774919,0.1755497456,0.1278085262,0.0424408019,0.0422912426,0.3108858466,0.2742595077,0.1387554854,0.1365765929,0.0000000000,0.0000000000,0.1009235829,0.0799938440,0.0805254206,0.0318059810,0.0598036684,0.0594457351,0.1321925223,0.1427639127,0.0000002280,0.0406348072,0.2186141610,0.0190699492,-0.0036644645,0.2173412293,-0.0008092195,0.0645263791,0.2173013091,0.0142357694
19:17:25:26.041,61,0.1388570517,0.3501405120,0.1058832034,0.0000000000,0.0000000000,0.0258663818,0.0000000000,0.1384827197,0.3509130776,0.0080497563,0.0000000000,0.0000000000,0.0258696303,0.0000000000,0.2094863802,0.0000000000,0.0152823664,0.4221525192,0.2262755334,0.5429906845,0.2682207525,0.0290270187,0.0000000000,0.0000000000,0.0000000000,0.2278762162,0.2566384077,0.0324422456,0.0320178270,0.2310738117,0.2480543554,0.0671411008,0.0488380045,0.1757433861,0.1299470961,0.0416196808,0.0413663946,0.3200216591,0.2811197639,0.1427937597,0.1402746588,0.0000000000,0.0000000000,0.1021652892,0.0730622262,0.0733645633,0.0306454618,0.0585927628,0.0584167875,0.1308090389,0.1407077461,0.0000001509,0.0406348072,0.2186141610,0.0190699492,-0.0048047709,0.2143630981,-0.0010460328,0.0632045120,0.2143232971,0.0137474686
19:17:25:27.042,61,0.1398654133,0.3505038619,0.1101016998,0.0000000000,0.0000000000,0.0251700543,0.0000000000,0.1395191699,0.3513382673,0.0037105975,0.0000000000,0.0000000000,0.0251731537,0.0000000000,0.2232584059,0.0000000000,0.0166062731,0.4208771288,0.2189270109,0.5429958105,0.2569582760,0.0291354172,0.0000000000,0.0000000000,0.0000000000,0.2299426347,0.2586339712,0.0331181139,0.0326190852,0.2384215444,0.2515581250,0.0646876246,0.0461249948,0.1724086851,0.1309207082,0.0396500528,0.0392109342,0.3928973079,0.3495815098,0.1633315980,0.1557221413,0.0000000000,0.0000000000,0.1056663692,0.0718472525,0.0720739365,0.0283987839,0.0575716682,0.0570610166,0.1305054575,0.1402372718,0.0000001098,0.0612205938,0.2044855505,0.0247072764,-0.0022146718,0.2146208733,-0.0004827494,0.0657192916,0.2145810723,0.0143113388
19:17:25:28.042,61,0.1403768808,0.3464921415,0.1122091785,0.0000000000,0.0000000000,0.0247497335,0.0000000000,0.1400438696,0.3473485708,0.0016513268,0.0000000000,0.0000000000,0.0247526858,0.0000000000,0.2269690484,0.0000000000,0.0180253386,0.4790499806,0.2162328511,0.5142420530,0.2493009120,0.0292143282,0.0000000000,0.0000000000,0.0000000000,0.2245406359,0.2503822744,0.0337196998,0.0331756808,0.2424854040,0.2542045414,0.0622753911,0.0437261537,0.1597680748,0.1290160567,0.0366375931,0.0359469429,0.4172209501,0.3758880794,0.1691711843,0.1602936238,0.0000000000,0.0000000000,0.1075130478,0.0709375590,0.0711351037,0.0255986527,0.0568459146,0.0561539792,0.1295518279,0.1389236003,0.0000000549,0.0718296245,0.1919453889,0.0261652172,-0.0009861155,0.2121832818,-0.0002124349,0.0670126900,0.2121434063,0.0144216791
19:17:25:29.042,61,0.1389199048,0.3422579765,0.1186620742,0.0000000000,0.0000000000,0.0242700353,0.0000000000,0.1386391819,0.3431969583,0.0000000000,0.0047498159,0.0000000000,0.0242728628,0.0000000000,0.2286704183,0.0000000000,0.0192063972,0.5526272058,0.2259326875,0.5064432621,0.2462394983,0.0288503822,0.0000000000,0.0000000000,0.0000000000,0.2161725014,0.2327736616,0.0341590382,0.0336210020,0.2549730539,0.2697213888,0.0609206446,0.0407702215,0.1459056139,0.1186975688,0.0334749110,0.0324471667,0.4504061639,0.4223030210,0.1694177985,0.1621817648,0.0000000000,0.0000000000,0.1079702750,0.0708061606,0.0710103214,0.0234830622,0.0540513061,0.0525666438,0.1156773567,0.1263761818,0.0000000521,0.0793321133,0.1789990216,0.0256262999,0.0028379678,0.2096479833,0.0006038462,0.0709053576,0.2096080035,0.0150701115
19:17:26:00.042,61,0.1368784606,0.3346838653,0.1276316643,0.0000000000,0.0000000000,0.0238252915,0.0000000000,0.1366893500,0.3357295394,0.0000000000,0.0136457980,0.0000000000,0.0238279812,0.0000000000,0.2377127409,0.0000000000,0.0200919583,0.5795059800,0.2276330292,0.4374246001,0.2040263861,0.0280495416,0.0000000000,0.0000000000,0.0000000000,0.2132428735,0.2249072343,0.0347109959,0.0342483632,0.2708730102,0.2865096927,0.0596495084,0.0390140601,0.1261494309,0.1052167267,0.0309813060,0.0297824796,0.5478802323,0.5183215737,0.1698531061,0.1632153988,0.0000000000,0.0000000000,0.1075490415,0.0776772276,0.0780520812,0.0213262457,0.0510710925,0.0492084920,0.1118806824,0.1229464039,0.0000000789,0.0793321133,0.1789990216,0.0256262999,0.0081610521,0.2050924301,0.0016976193,0.0763388053,0.2050524354,0.0158598535
19:17:26:01.042,61,0.1490408927,0.3385880589,0.1271122247,0.0000000000,0.0000000000,0.0234332345,0.0000000000,0.1489966810,0.3396377265,0.0000000000,0.0128634041,0.0000000000,0.0234357808,0.0000000000,0.2445566505,0.0000000000,0.0231193136,0.5925831795,0.2230424881,0.4015140235,0.1918066293,0.0269831084,0.0000000000,0.0000000000,0.0000000000,0.1994866580,0.2132121176,0.0353919640,0.0353328437,0.2762911618,0.2941268384,0.0582740977,0.0379361510,0.1090986133,0.0906932428,0.0289816838,0.0277311411,0.5763925314,0.5475968719,0.1595057249,0.1578632891,0.0000000000,0.0000000000,0.1082641780,0.0869609416,0.0872735456,0.0196379106,0.0496173128,0.0474089198,0.1092174649,0.1195022315,0.0000003285,0.0844242722,0.1480778754,0.0287977476,0.0076892893,0.2074791044,0.0016186429,0.0759902522,0.2074390203,0.0159766600
19:17:26:02.042,61,0.1621561497,0.3412888348,0.1252114028,0.0000000000,0.0000000000,0.0234688260,0.0000000000,0.1621312648,0.3423191309,0.0000000000,0.0108136469,0.0000000000,0.0234711990,0.0000000000,0.2469341606,0.0000000000,0.0278077070,0.4773395658,0.2220644355,0.4178942144,0.1854567528,0.0231291484,0.0000000000,0.0000000000,0.0000000000,0.1970881224,0.2096937448,0.0371025167,0.0374623388,0.2677445412,0.2929013968,0.0579256788,0.0376143791,0.1117644832,0.0876960903,0.0279553663,0.0267130248,0.5159872174,0.4938683808,0.1553054750,0.1561474353,0.0000000000,0.0000000000,0.1128730923,0.1190912202,0.1192897782,0.0185788721,0.0502806865,0.0471118763,0.1108667180,0.1194163188,0.0000003467,0.0844742730,0.1302900761,0.0281557683,0.0064617801,0.2091152668,0.0013712938,0.0748279542,0.2090752274,0.0158605389
19:17:26:03.042,61,0.1679513603,0.3417205811,0.1220760718,0.0000000000,0.0000000000,0.0238558818,0.0000000000,0.1679430008,0.3427078724,0.0000000000,0.0073641371,0.0000000000,0.0238580797,0.0000000000,0.1431634873,0.0000000000,0.0293080751,0.2357308269,0.2218214869,0.3467793465,0.2339438498,0.0217001401,0.0000000000,0.0000000000,0.0000000000,0.1951362193,0.2097161859,0.0372377522,0.0376561992,0.1913045049,0.2133408636,0.0926928744,0.0372548699,0.2155403942,0.1260256022,0.0279190745,0.0269249901,0.1924459040,0.1752991825,0.0677722916,0.0668054298,0.0000000000,0.0000000000,0.1140482575,0.1068351939,0.1067988276,0.0187928881,0.0529264957,0.0481069498,0.1104886755,0.1161416695,0.0000003876,0.0816049129,0.1102128997,0.0310856756,0.0044002775,0.2093503922,0.0009348947,0.0729502887,0.2093101889,0.0154812261
19:17:26:04.043,61,0.1697947085,0.3277601898,0.1143383607,0.0000000000,0.0000000000,0.0251002349,0.0000000000,0.1697724611,0.3286059201,0.0003606945,0.0000000000,0.0000000000,0.0251022372,0.0000000000,0.1165230647,0.0000000000,0.0198819190,0.1653070301,0.1888032407,0.2809249759,0.2454049438,0.0189689007,0.0000000000,0.0000000000,0.0000000000,0.1360826343,0.1440844685,0.0370723866,0.0375386253,0.1537951082,0.1576964855,0.1093652472,0.0373033695,0.2424244434,0.1352441460,0.0364484936,0.0391141661,0.1057237312,0.0904545933,0.0443356894,0.0432312936,0.0000000000,0.0000000000,0.1142383814,0.0968863070,0.0968434438,0.0302778818,0.0655665919,0.0620593652,0.1103855893,0.1151153967,0.0000005034,0.0816049129,0.1102128997,0.0310856756,-0.0002159115,0.2007339299,-0.0000439324,0.0684478581,0.2006936520,0.0139127364
19:17:26:05.043,61,0.1718462855,0.3247594535,0.1109706834,0.0000000000,0.0000000000,0.0258774441,0.0000000000,0.1718119085,0.3255527318,0.0039288909,0.0000000000,0.0000000000,0.0258795116,0.0000000000,0.1024158671,0.0000000000,0.0133272884,0.1279021502,0.1503347903,0.2596009374,0.2509217858,0.0173766576,0.0000000000,0.0000000000,0.0000000000,0.1248650402,0.1330047101,0.0363764092,0.0369870551,0.1348207444,0.1374939233,0.1156854257,0.0372149907,0.2565523088,0.1403621137,0.0421222672,0.0453843176,0.0808834508,0.0701818988,0.0325571485,0.0314329155,0.0000000000,0.0000000000,0.1139514372,0.0937503055,0.0936910212,0.0383179709,0.0691053495,0.0659604296,0.1106323972,0.1149896681,0.0000003077,0.0546064563,0.0569969676,0.0572662838,-0.0023527201,0.1988694370,-0.0004741510,0.0664565712,0.1988290399,0.0133797666
19:17:26:06.043,61,0.1728924513,0.3102811575,0.1016788930,0.0000000000,0.0000000000,0.0274976511,0.0000000000,0.1728565991,0.3109227121,0.0132557005,0.0000000000,0.0000000000,0.0275000017,0.0000000000,0.0927480534,0.0000000000,0.0113592027,0.1110914797,0.1389934570,0.3053722084,0.2555692792,0.0163684282,0.0000000000,0.0000000000,0.0000000000,0.1183604077,0.1318456531,0.0355385393,0.0360293724,0.1255388707,0.1272690892,0.1087453514,0.0369993933,0.2652674019,0.1473957151,0.0448621698,0.0482818224,0.0793235153,0.0691238418,0.0319003798,0.0312588923,0.0000000000,0.0000000000,0.1100325361,0.0911787376,0.0910954997,0.0415412672,0.0713906065,0.0686190501,0.1210106611,0.1256708652,0.0000003812,0.0509484746,0.0395252556,0.0557225496,-0.0079518268,0.1899379343,-0.0015287651,0.0609983467,0.1898974627,0.0117169004
19:17:26:07.043,61,0.1791192591,0.3101213276,0.0991182998,0.0000000000,0.0000000000,0.0284293033,0.0000000000,0.1792478710,0.3107286692,0.0162560921,0.0000000000,0.0000000000,0.0284318365,0.0000000000,0.0882715285,0.0000000000,0.0111148562,0.1603055298,0.1888220012,0.3887019455,0.3888698220,0.0161661990,0.0000000000,0.0000000000,0.0000000000,0.1592963338,0.1822228730,0.0343708619,0.0342214815,0.1211371645,0.1226227731,0.1067306697,0.0368898697,0.2717536092,0.1537948847,0.0466358028,0.0501051061,0.0849745721,0.0756140575,0.0339274853,0.0330968611,0.0000000000,0.0000000000,0.1093589216,0.0802662149,0.0802091807,0.0507630929,0.0725220293,0.0699316859,0.1199518740,0.1249817535,0.0000007454,0.0480486453,0.0343048312,0.0513667986,-0.0097519234,0.1898224950,-0.0018736616,0.0594633967,0.1897818595,0.0114153158
19:17:26:08.043,61,0.1731221080,0.2918678522,0.0930894837,0.0000000000,0.0000000000,0.0310035627,0.0000000000,0.1732510179,0.2923717499,0.0216633193,0.0000000000,0.0000000000,0.0310062636,0.0000000000,0.0854444131,0.0000000000,0.0134005575,0.1601002663,0.1863884330,0.4393970370,0.3048056066,0.0137104988,0.0000000000,0.0000000000,0.0000000000,0.1647060364,0.1681716889,0.0337215029,0.0334063210,0.1192351580,0.1235118806,0.0898529068,0.0366981514,0.2744478881,0.1659642309,0.0477707833,0.0512067713,0.1308047175,0.1223127618,0.0557120144,0.0588019006,0.0000000000,0.0000000000,0.1085530519,0.0812363103,0.0812061951,0.0501953512,0.0804178193,0.0781722665,0.1374341398,0.1430393159,0.0000006029,0.0422446243,0.0308293700,0.0369199589,-0.0130228605,0.1786150783,-0.0023510647,0.0559627526,0.1785745025,0.0100955069
19:17:26:09.043,61,0.1596790403,0.2700625062,0.0866182148,0.0000000000,0.0000000000,0.0333173759,0.0000000000,0.1596856117,0.2704625726,0.0276648644,0.0000000000,0.0000000000,0.0333206430,0.0000000000,0.0845693052,0.0000000000,0.0145629980,0.1626913100,0.1888733953,0.5608494878,0.2923010588,0.0128586702,0.0000000000,0.0000000000,0.0000000000,0.2122742236,0.2267636657,0.0332167074,0.0327994004,0.1265172511,0.1346768886,0.0823554471,0.0367138870,0.2759658992,0.1753703803,0.0484801829,0.0517730489,0.1505451798,0.1418055892,0.0655200034,0.0671166107,0.0000000000,0.0000000000,0.1055388302,0.0814917162,0.0815090761,0.0478945673,0.0827979073,0.0805368945,0.1482064277,0.1495556384,0.0000005524,0.0312498454,0.0276848450,0.0194595978,-0.0166693591,0.1652393639,-0.0027796444,0.0521930158,0.1651988477,0.0086973580
19:17:26:10.043,61,0.1417752057,0.2581212819,0.0702476576,0.0000000000,0.0000000000,0.0345642976,0.0000000000,0.1417923570,0.2583293021,0.0441580713,0.0000000000,0.0000000000,0.0345681086,0.0000000000,0.0953363702,0.0000000000,0.0158626810,0.2335621715,0.2459342629,0.6815249324,0.3479038477,0.0122697512,0.0000000000,0.0000000000,0.0000000000,0.2422454506,0.2512583733,0.0328459479,0.0323586240,0.1541797370,0.1616391987,0.0767261833,0.0370352492,0.2648165226,0.1784932464,0.0484615564,0.0514343120,0.2080198824,0.2039676756,0.0834646747,0.0819894150,0.0000000000,0.0000000000,0.1073566601,0.1244332120,0.1244849414,0.0443679616,0.0838753581,0.0815994143,0.1526919305,0.1529223919,0.0000004657,0.0312498454,0.0276848450,0.0194595978,-0.0266393851,0.1578608900,-0.0042400737,0.0423791930,0.1578202099,0.0067422614
