Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
19:17:29:27.058,61,0.0997544453,0.1945052743,0.0507531352,0.0000000000,0.0000000000,0.0508501977,0.0000000000,0.0999454409,0.1945198029,0.0637724102,0.0000000000,0.0000000000,0.0508496538,0.0000000000,0.0870106593,0.0000000000,0.0117285764,0.0861811191,0.0994843990,0.2039781958,0.1758692861,0.0000000000,0.0069752121,0.0000000000,0.0000000000,0.2464787662,0.2219094783,0.0264806766,0.0273185838,0.1260635853,0.1325738430,0.1010817364,0.0296909772,0.3120372295,0.2019657493,0.0457882881,0.0491074175,0.0834976956,0.0768333226,0.0516772568,0.0544923022,0.0000000000,0.0000000000,0.1069199517,0.0675029978,0.0673290789,0.0430586562,0.0837649629,0.0868690908,0.1338805854,0.1398439407,0.0000001050,-0.0260699484,0.0101048816,0.0306389891,-0.0386815146,0.1189147606,-0.0046204235,0.0307846684,0.1188731119,0.0036762077
19:17:29:28.058,61,0.0949588194,0.1876951754,0.0503931157,0.0000000000,0.0000000000,0.0510819629,0.0000000000,0.0951554999,0.1877095997,0.0639269873,0.0000000000,0.0000000000,0.0510817915,0.0000000000,0.0862512887,0.0000000000,0.0096646771,0.0750583336,0.0837448612,0.1745126992,0.1559932977,0.0000000000,0.0069221412,0.0000000000,0.0000000000,0.2695848048,0.2447496355,0.0259917323,0.0268372037,0.1163946316,0.1209901348,0.1033110097,0.0293224808,0.3163653314,0.2078871131,0.0469167791,0.0511058606,0.0734589174,0.0676013380,0.0470890068,0.0499438830,0.0000000000,0.0000000000,0.1016102508,0.0634870529,0.0633164197,0.0460360534,0.0789256990,0.0846610144,0.1301851720,0.1365223229,0.0000002508,-0.0291738175,0.0081198914,0.0328886844,-0.0387942046,0.1147520021,-0.0044702049,0.0305812247,0.1147103384,0.0035228869
19:17:29:29.058,61,0.0898377821,0.1815024167,0.0515296794,0.0000000000,0.0000000000,0.0513612963,0.0000000000,0.0900186226,0.1815282404,0.0625690892,0.0000000000,0.0000000000,0.0513613895,0.0000000000,0.0858778208,0.0000000000,0.0081926230,0.0692063123,0.0764511079,0.1645146906,0.1502847522,0.0000000000,0.0068107778,0.0000000000,0.0000000000,0.3184180260,0.2952294946,0.0254581794,0.0263057631,0.1121660694,0.1162624136,0.1046731174,0.0288722124,0.3637310266,0.2546527088,0.0499568060,0.0550430007,0.0668718517,0.0615042076,0.0450170673,0.0478346944,0.0000000000,0.0000000000,0.0987747163,0.0616276599,0.0614737161,0.0485756993,0.0759866312,0.0827461258,0.1278313696,0.1342511326,0.0000003620,-0.0311523117,0.0060057295,0.0338817090,-0.0379864164,0.1109696776,-0.0042316862,0.0312843472,0.1109280214,0.0034840330
19:17:30:00.058,61,0.0878591090,0.1813375503,0.0498464033,0.0000000000,0.0000000000,0.0515571795,0.0000000000,0.0880346149,0.1813505292,0.0642396957,0.0000000000,0.0000000000,0.0515574627,0.0000000000,0.0857728049,0.0000000000,0.0070822379,0.0664439276,0.0729702264,0.1603241563,0.1476523876,0.0000000000,0.0068053361,0.0000000000,0.0000000000,0.3322785795,0.3094260395,0.0249447674,0.0257913265,0.1099605560,0.1138171703,0.1054949090,0.0284256879,0.3763084710,0.2670308650,0.0523012355,0.0578690022,0.0637867525,0.0586143360,0.0436247215,0.0464308970,0.0000000000,0.0000000000,0.0959240645,0.0601327904,0.0599930510,0.0500641800,0.0740767568,0.0811479315,0.1264756918,0.1329276711,0.0000004840,-0.0321451947,0.0047946344,0.0338835865,-0.0390011296,0.1108654141,-0.0043405509,0.0302627552,0.1108237728,0.0033671039
19:17:30:01.058,61,0.0869158730,0.1832571775,0.0504447818,0.0000000000,0.0000000000,0.0516460426,0.0000000000,0.0870914906,0.1832738519,0.0637355670,0.0000000000,0.0000000000,0.0516465157,0.0000000000,0.0860026330,0.0000000000,0.0061951987,0.0649570972,0.0711482093,0.1581220925,0.1458545476,0.0000000000,0.0067375498,0.0000000000,0.0000000000,0.3392651975,0.3165860772,0.0244504195,0.0252926666,0.1087793484,0.1125734150,0.1060750782,0.0279786140,0.3734370172,0.2643074393,0.0534315556,0.0591925718,0.0620359220,0.0569202900,0.0425800607,0.0453750640,0.0000000000,0.0000000000,0.0942619070,0.0593289472,0.0591922775,0.0508340150,0.0728007257,0.0798160657,0.1230020747,0.1295691133,0.0000004596,-0.0325208381,0.0051632738,0.0325698815,-0.0386899710,0.1120398417,-0.0043519349,0.0306220241,0.1119981930,0.0034434714
19:17:30:02.058,61,0.0862594694,0.1836277694,0.0502485223,0.0000000000,0.0000000000,0.0515968055,0.0000000000,0.0864346102,0.1836427748,0.0639334470,0.0000000000,0.0000000000,0.0515975542,0.0000000000,0.0863271207,0.0000000000,0.0053196461,0.0640681908,0.0701583847,0.1578218937,0.1448538005,0.0000000000,0.0065378379,0.0000000000,0.0000000000,0.3447759748,0.3237880468,0.0239474531,0.0247829426,0.1083573252,0.1121775061,0.1061859280,0.0274658613,0.3732576370,0.2645962834,0.0540982410,0.0599265136,0.0609442890,0.0558241457,0.0417961851,0.0445597135,0.0000000000,0.0000000000,0.0932164416,0.0586671084,0.0585349016,0.0511781983,0.0711424947,0.0778597891,0.1197774708,0.1260681748,0.0000003596,-0.0313196331,0.0061080083,0.0295806732,-0.0388091095,0.1122658774,-0.0043742103,0.0305021070,0.1122242510,0.0034369726
19:17:30:03.059,61,0.0851701796,0.1819608212,0.0506845005,0.0000000000,0.0000000000,0.0513903350,0.0000000000,0.0853303373,0.1819799542,0.0634298027,0.0000000000,0.0000000000,0.0513913259,0.0000000000,0.0866618752,0.0000000000,0.0046252511,0.0635536909,0.0696640760,0.1579295099,0.1442698985,0.0000000000,0.0062105577,0.0000000000,0.0000000000,0.3467403948,0.3264682889,0.0234928671,0.0243147817,0.1081769690,0.1120722666,0.1061617061,0.0269760974,0.3724862635,0.2640689909,0.0545631498,0.0603842922,0.0602296889,0.0550796837,0.0412055962,0.0439193808,0.0000000000,0.0000000000,0.0926547050,0.0585041568,0.0583771169,0.0513478778,0.0700773373,0.0762897432,0.1176394671,0.1234060228,0.0000002805,-0.0304661263,0.0078739915,0.0260019787,-0.0385077819,0.1112480536,-0.0043005864,0.0307702776,0.1112064198,0.0034354720
19:17:30:04.059,61,0.0840769261,0.1796974540,0.0523292050,0.0000000000,0.0000000000,0.0512866154,0.0000000000,0.0842175186,0.1797299683,0.0617165044,0.0000000000,0.0000000000,0.0512877144,0.0000000000,0.0984656736,0.0000000000,0.0040046452,0.0632509440,0.0694017932,0.1732136011,0.1443968117,0.0000000000,0.0060651512,0.0000000000,0.0000000000,0.4325099289,0.4158522785,0.0230218191,0.0238409936,0.1089804247,0.1148330942,0.1064811349,0.0264864396,0.3879806995,0.2745092511,0.0552220680,0.0609969757,0.0598473474,0.0546673425,0.0407610163,0.0434239246,0.0000000000,0.0000000000,0.0927021727,0.0582155734,0.0580951646,0.0515426137,0.0693802387,0.0754343793,0.1165977865,0.1222008392,0.0000001776,-0.0301413685,0.0090292608,0.0217298791,-0.0374733694,0.1098682359,-0.0041327886,0.0317736268,0.1098265797,0.0035030839
19:17:30:05.059,61,0.0824531466,0.1790983230,0.0536418930,0.0000000000,0.0000000000,0.0510291196,0.0000000000,0.0825847238,0.1791407913,0.0604296736,0.0000000000,0.0000000000,0.0510302968,0.0000000000,0.1008291543,0.0000000000,0.0035374251,0.0629584789,0.0691628903,0.1743729413,0.1441750079,0.0000000000,0.0059533110,0.0000000000,0.0000000000,0.3718955517,0.3551508486,0.0225799177,0.0233937744,0.1090729982,0.1154759228,0.1062929556,0.0260374099,0.3698031008,0.2659104168,0.0554790609,0.0611871593,0.0593633763,0.0541604534,0.0402225517,0.0428497456,0.0000000000,0.0000000000,0.0920757279,0.0577206723,0.0576061122,0.0515572056,0.0681583732,0.0737025887,0.1150105223,0.1208613291,0.0000002002,-0.0291192643,0.0086723473,0.0181964226,-0.0366934836,0.1095048934,-0.0040333271,0.0325719863,0.1094632447,0.0035790959
19:17:30:06.059,61,0.0813709870,0.1781822890,0.0556764640,0.0000000000,0.0000000000,0.0508003384,0.0000000000,0.0815115422,0.1782400608,0.0584389791,0.0000000000,0.0000000000,0.0508015528,0.0000000000,0.1021216810,0.0000000000,0.0032207789,0.0631057397,0.0694194064,0.1760178655,0.1445542723,0.0000000000,0.0059748427,0.0000000000,0.0000000000,0.3626595438,0.3460938632,0.0222112872,0.0230218917,0.1093454957,0.1161305308,0.1064102352,0.0257315673,0.3645617068,0.2580529153,0.0556610711,0.0612927042,0.0592413545,0.0539807677,0.0397404581,0.0423429422,0.0000000000,0.0000000000,0.0915512443,0.0570880584,0.0569775030,0.0516031161,0.0674660951,0.0728343129,0.1143108606,0.1202671975,0.0000001919,-0.0287790410,0.0094855418,0.0156576280,-0.0354868583,0.1089495495,-0.0038808137,0.0338094719,0.1089078635,0.0036960240
19:17:30:07.059,61,0.0805698559,0.1781766117,0.0567375608,0.0000000000,0.0000000000,0.0505304076,0.0000000000,0.0807127282,0.1782423109,0.0574036613,0.0000000000,0.0000000000,0.0505316406,0.0000000000,0.1024580151,0.0000000000,0.0030700557,0.0633858964,0.0698497146,0.1768957525,0.1450238675,0.0000000000,0.0059532505,0.0000000000,0.0000000000,0.3531452119,0.3371858597,0.0219146740,0.0227203406,0.1095150635,0.1165407896,0.1065879315,0.0255122520,0.3561511636,0.2468202710,0.0558228493,0.0613736138,0.0592892691,0.0539585166,0.0392940938,0.0418732241,0.0000000000,0.0000000000,0.0911791250,0.0566936210,0.0565852523,0.0517348982,0.0670761466,0.0723406300,0.1138044298,0.1198439449,0.0000002045,-0.0286135729,0.0097918408,0.0141276829,-0.0348581672,0.1089484915,-0.0038120518,0.0344538316,0.1089067981,0.0037663989
19:17:30:08.059,61,0.0760794505,0.1774220467,0.0591374487,0.0000000000,0.0000000000,0.0502655730,0.0000000000,0.0762525871,0.1775055826,0.0550690107,0.0000000000,0.0000000000,0.0502668209,0.0000000000,0.1023162752,0.0000000000,0.0028953718,0.0636284426,0.0702254474,0.1772336066,0.1454034597,0.0000000000,0.0059428546,0.0000000000,0.0000000000,0.3493937254,0.3335670829,0.0216325521,0.0224305205,0.1094935909,0.1166467369,0.1067743674,0.0253509227,0.3523054719,0.2426582426,0.0559289567,0.0614094809,0.0593001619,0.0538874939,0.0388754383,0.0414366387,0.0000000000,0.0000000000,0.0906782523,0.0561208464,0.0560147874,0.0518749952,0.0667661801,0.0719762370,0.1135992557,0.1197570190,0.0000002074,-0.0288213585,0.0109961005,0.0136600845,-0.0334421024,0.1084928960,-0.0036418387,0.0359129608,0.1084511727,0.0039092847
19:17:30:09.059,61,0.0742448643,0.1781495064,0.0604664050,0.0000000000,0.0000000000,0.0500065386,0.0000000000,0.0744150802,0.1782428920,0.0538099706,0.0000000000,0.0000000000,0.0500078797,0.0000000000,0.1019157246,0.0000000000,0.0025993139,0.0637875497,0.0704489872,0.1769826412,0.1455906779,0.0000000000,0.0056631197,0.0000000000,0.0000000000,0.3476740122,0.3320180476,0.0213652588,0.0221476220,0.1094020009,0.1165132523,0.1070661470,0.0251598675,0.3510264456,0.2413286120,0.0560752787,0.0615017004,0.0591791011,0.0536801070,0.0385662206,0.0410854593,0.0000000000,0.0000000000,0.0900179371,0.0546183959,0.0545274131,0.0519175790,0.0664538890,0.0716285855,0.1135244742,0.1197349951,0.0000001789,-0.0291721933,0.0125857648,0.0142517192,-0.0326759182,0.1089407802,-0.0035732382,0.0367182158,0.1088990495,0.0040135370
19:17:30:10.060,61,0.0732667297,0.1788978130,0.0623428896,0.0000000000,0.0000000000,0.0498163998,0.0000000000,0.0734357461,0.1790054739,0.0519413836,0.0000000000,0.0000000000,0.0498178266,0.0000000000,0.1014716774,0.0000000000,0.0023589002,0.0640165657,0.0708200186,0.1783753335,0.1469503790,0.0000000000,0.0052927756,0.0000000000,0.0000000000,0.3465885520,0.3311831057,0.0211732350,0.0219421312,0.1095618010,0.1166327074,0.1074494943,0.0250188485,0.3516061604,0.2411371320,0.0563726760,0.0617340989,0.0593185425,0.0537092127,0.0384300910,0.0408916697,0.0000000000,0.0000000000,0.0897227526,0.0537497848,0.0536656417,0.0520686023,0.0664130300,0.0715624392,0.1139660329,0.1203663647,0.0000001709,-0.0303544141,0.0131191984,0.0157637950,-0.0315396227,0.1094028726,-0.0034637693,0.0378558189,0.1093611345,0.0041555217
19:17:30:11.060,61,0.0725856796,0.1803780347,0.0649021044,0.0000000000,0.0000000000,0.0495251007,0.0000000000,0.0727524012,0.1805054247,0.0494292714,0.0000000000,0.0000000000,0.0495266207,0.0000000000,0.1009243429,0.0000000000,0.0020973319,0.0643082038,0.0712687969,0.1792273521,0.1476994902,0.0000000000,0.0050129918,0.0000000000,0.0000000000,0.3433172405,0.3279995918,0.0210353155,0.0217999909,0.1097090691,0.1167356670,0.1079322547,0.0249310359,0.3517715931,0.2410387993,0.0566327423,0.0619325787,0.0595650375,0.0538434088,0.0383690335,0.0407977402,0.0000000000,0.0000000000,0.0894814730,0.0531836227,0.0531047769,0.0522079915,0.0664563850,0.0716076046,0.1148465052,0.1219024807,0.0000001475,-0.0305590574,0.0131978234,0.0169948563,-0.0300112013,0.1103143767,-0.0033236505,0.0394058861,0.1102726460,0.0043619340
19:17:30:12.060,61,0.0721840113,0.1811947227,0.0662885755,0.0000000000,0.0000000000,0.0493052825,0.0000000000,0.0723491833,0.1813329607,0.0480536409,0.0000000000,0.0000000000,0.0493069068,0.0000000000,0.1004595384,0.0000000000,0.0019753929,0.0647758096,0.0721472576,0.1848673970,0.1502666324,0.0000000000,0.0046757590,0.0000000000,0.0000000000,0.3339829743,0.3219480515,0.0209536720,0.0217096861,0.1099971011,0.1170047149,0.1084929332,0.0249254480,0.3517488837,0.2407652736,0.0569137633,0.0621460117,0.0600317456,0.0541756004,0.0383716598,0.0407562144,0.0000000000,0.0000000000,0.0895334184,0.0530723333,0.0529969856,0.0524445102,0.0666816309,0.0718119219,0.1170500740,0.1245816574,0.0000001062,-0.0300605781,0.0126502169,0.0181639027,-0.0291743483,0.1108173653,-0.0032458522,0.0402454585,0.1107756197,0.0044753039
19:17:30:13.060,61,0.0716887563,0.1814469546,0.0675353408,0.0000000000,0.0000000000,0.0490421988,0.0000000000,0.0718521029,0.1815948486,0.0468278416,0.0000000000,0.0000000000,0.0490439348,0.0000000000,0.1002081484,0.0000000000,0.0017629483,0.0651780814,0.0727673545,0.1868854761,0.1515904665,0.0000000000,0.0043680272,0.0000000000,0.0000000000,0.3376981318,0.3254522681,0.0208321810,0.0215794537,0.1102884412,0.1172716916,0.1090131328,0.0248969141,0.3518847823,0.2407372296,0.0571255907,0.0622940212,0.0604012236,0.0544102564,0.0383295678,0.0406713076,0.0000000000,0.0000000000,0.0895824730,0.0530113764,0.0529390387,0.0526375137,0.0667621717,0.0718965530,0.1179871857,0.1257071197,0.0000000916,-0.0296201091,0.0125308400,0.0187707413,-0.0284296367,0.1109750122,-0.0031675580,0.0410016961,0.1109332740,0.0045658913
19:17:30:14.060,61,0.0713269040,0.1826011091,0.0708089694,0.0000000000,0.0000000000,0.0488142259,0.0000000000,0.0714883655,0.1827747822,0.0435581021,0.0000000000,0.0000000000,0.0488160178,0.0000000000,0.1000334024,0.0000000000,0.0016459301,0.0657058135,0.0736577660,0.1935667545,0.1550907940,0.0000000000,0.0041304473,0.0000000000,0.0000000000,0.3381085694,0.3259958029,0.0207530893,0.0214952249,0.1106752530,0.1176773310,0.1095244661,0.0249084923,0.3521355987,0.2407622188,0.0573661402,0.0624723956,0.0609209351,0.0547973067,0.0383716039,0.0406727269,0.0000000000,0.0000000000,0.0897551700,0.0531291962,0.0530597605,0.0528013632,0.0670508966,0.0721628070,0.1205613539,0.1283909976,0.0000000791,-0.0287307184,0.0126859862,0.0183847137,-0.0264424197,0.1116899773,-0.0029653413,0.0429857634,0.1116482466,0.0048178053
19:17:30:15.060,61,0.0707316846,0.1819914877,0.0738513619,0.0000000000,0.0000000000,0.0486610457,0.0000000000,0.0708928406,0.1821884364,0.0404405259,0.0000000000,0.0000000000,0.0486628935,0.0000000000,0.0997126549,0.0000000000,0.0015970797,0.0663647428,0.0752915815,0.1964268386,0.1590984017,0.0000000000,0.0038770107,0.0000000000,0.0000000000,0.3286609054,0.3160964251,0.0207241699,0.0214574020,0.1110289842,0.1180310994,0.1100173146,0.0249861851,0.3519153893,0.2403117567,0.0575755797,0.0626277179,0.0615124777,0.0552506298,0.0384162702,0.0406786799,0.0000000000,0.0000000000,0.0900128484,0.0534408055,0.0533735417,0.0530201532,0.0674765185,0.0725540519,0.1223854572,0.1303389668,0.0000000716,-0.0285380874,0.0134038953,0.0184258595,-0.0245508496,0.1113262847,-0.0027442200,0.0448345542,0.1112845689,0.0050083729
